Approved symbol	Approved name	UniProt ID(supplied by UniProt)	NCBI Gene ID	Ensembl ID(supplied by Ensembl)
NBPF10	NBPF member 10	Q6P3W6	100132406	ENSG00000271425
NBPF11	NBPF member 11	Q86T75	200030	ENSG00000263956
NBPF12	NBPF member 12	Q5TAG4	149013	ENSG00000268043
NBPF13P	NBPF member 13, pseudogene		644861	ENSG00000227242
NBPF14	NBPF member 14	Q5TI25	25832	ENSG00000270629
NBPF15	NBPF member 15	Q8N660	284565	ENSG00000266338
NBPF17P	NBPF member 17, pseudogene		401967	ENSG00000179571
NBPF18P	NBPF member 18, pseudogene		441908	ENSG00000240667
NBPF19	NBPF member 19	A0A087WUL8	101060226	ENSG00000271383
NBPF20	NBPF member 20	P0DPF2	100288142	ENSG00000162825
NBPF21P	NBPF member 21, pseudogene		205655	ENSG00000231382
NBPF22P	NBPF member 22, pseudogene		285622	ENSG00000205449
NBPF25P	NBPF member 25, pseudogene		101929780	ENSG00000272150
NBPF26	NBPF member 26	B4DH59	101060684	ENSG00000273136
NBR1	NBR1 autophagy cargo receptor	Q14596	4077	ENSG00000188554
NBR2	neighbor of BRCA1 lncRNA 2		10230	ENSG00000198496
NCALD	neurocalcin delta	P61601	83988	ENSG00000104490
NCAM1	neural cell adhesion molecule 1	P13591	4684	ENSG00000149294
NCAM1-AS1	NCAM1 antisense RNA1		100288346	ENSG00000227487
NCAM2	neural cell adhesion molecule 2	O15394	4685	ENSG00000154654
NCAN	neurocan	O14594	1463	ENSG00000130287
NCAPD2	non-SMC condensin I complex subunit D2	Q15021	9918	ENSG00000010292
NCAPD2P1	non-SMC condensin I complex subunit D2 pseudogene 1		100421175	ENSG00000230356
NCAPD3	non-SMC condensin II complex subunit D3	P42695	23310	ENSG00000151503
NCAPG	non-SMC condensin I complex subunit G	Q9BPX3	64151	ENSG00000109805
NCAPG2	non-SMC condensin II complex subunit G2	Q86XI2	54892	ENSG00000146918
NCAPGP1	non-SMC condensin I complex subunit G pseudogene 1		100421096	ENSG00000250290
NCAPGP2	non-SMC condensin I complex subunit G pseudogene 2		100421148	ENSG00000259749
NCAPH	non-SMC condensin I complex subunit H	Q15003	23397	ENSG00000121152
NCAPH2	non-SMC condensin II complex subunit H2	Q6IBW4	29781	ENSG00000025770
NCBP1	nuclear cap binding protein subunit 1	Q09161	4686	ENSG00000136937
NCBP2	nuclear cap binding protein subunit 2	P52298	22916	ENSG00000114503
NCBP2-AS1	NCBP2 antisense RNA 1			ENSG00000225578
NCBP2-AS2	NCBP2 antisense RNA 2 (head to head)	Q69YL0	152217	ENSG00000270170
NCBP2L	nuclear cap binding protein subunit 2 like	A6PVI3	392517	ENSG00000170935
NCBP3	nuclear cap binding subunit 3	Q53F19	55421	ENSG00000074356
NCCRP1	non-specific cytotoxic cell receptor protein 1 homolog (zebrafish)	Q6ZVX7	342897	ENSG00000188505
NCDN	neurochondrin	Q9UBB6	23154	ENSG00000020129
NCEH1	neutral cholesterol ester hydrolase 1	Q6PIU2	57552	ENSG00000144959
NCF1	neutrophil cytosolic factor 1	P14598	653361	ENSG00000158517
NCF1B	neutrophil cytosolic factor 1B pseudogene	A6NI72	654816	ENSG00000182487
NCF1C	neutrophil cytosolic factor 1C pseudogene	A8MVU1	654817	ENSG00000165178
NCF2	neutrophil cytosolic factor 2	P19878	4688	ENSG00000116701
NCF4	neutrophil cytosolic factor 4	Q15080	4689	ENSG00000100365
NCF4-AS1	NCF4 antisense RNA 1		107985578	ENSG00000183822
NCK1	NCK adaptor protein 1	P16333	4690	ENSG00000158092
NCK1-DT	NCK1 divergent transcript		101927597	ENSG00000239213
NCK2	NCK adaptor protein 2	O43639	8440	ENSG00000071051
NCKAP1	NCK associated protein 1	Q9Y2A7	10787	ENSG00000061676
NCKAP1L	NCK associated protein 1 like	P55160	3071	ENSG00000123338
NCKAP5	NCK associated protein 5	O14513	344148	ENSG00000176771
NCKAP5-AS1	NCKAP5 antisense RNA 1		101928185	ENSG00000233729
NCKAP5-AS2	NCKAP5 antisense RNA 2		101928161	ENSG00000226953
NCKAP5-IT1	NCKAP5 intronic transcript 1			ENSG00000232474
NCKAP5L	NCK associated protein 5 like	Q9HCH0	57701	ENSG00000167566
NCKIPSD	NCK interacting protein with SH3 domain	Q9NZQ3	51517	ENSG00000213672
NCL	nucleolin	P19338	4691	ENSG00000115053
NCLN	nicalin	Q969V3	56926	ENSG00000125912
NCLP1	nucleolin pseudogene 1		100302751	ENSG00000213212
NCLP2	nucleolin pseudogene 2		100379142	ENSG00000234228
NCMAP	non-compact myelin associated protein	Q5T1S8	400746	ENSG00000184454
NCOA1	nuclear receptor coactivator 1	Q15788	8648	ENSG00000084676
NCOA2	nuclear receptor coactivator 2	Q15596	10499	ENSG00000140396
NCOA3	nuclear receptor coactivator 3	Q9Y6Q9	8202	ENSG00000124151
NCOA4	nuclear receptor coactivator 4	Q13772	8031	ENSG00000266412
NCOA4P1	nuclear receptor coactivator 4 pseudogene 1		326605	
NCOA4P2	nuclear receptor coactivator 4 pseudogene 2		728333	ENSG00000249934
NCOA4P3	nuclear receptor coactivator 4 pseudogene 3		729497	ENSG00000249245
NCOA4P4	nuclear receptor coactivator 4 pseudogene 4		642262	ENSG00000249215
NCOA5	nuclear receptor coactivator 5	Q9HCD5	57727	ENSG00000124160
NCOA6	nuclear receptor coactivator 6	Q14686	23054	ENSG00000198646
NCOA7	nuclear receptor coactivator 7	Q8NI08	135112	ENSG00000111912
NCOA7-AS1	NCOA7 antisense RNA 1			ENSG00000232131
NCOR1	nuclear receptor corepressor 1	O75376	9611	ENSG00000141027
NCOR1P1	nuclear receptor corepressor 1 pseudogene 1	Q9H4R4	149934	ENSG00000240108
NCOR1P2	nuclear receptor corepressor 1 pseudogene 2		729490	ENSG00000265019
NCOR1P3	nuclear receptor corepressor 1 pseudogene 3			ENSG00000233601
NCOR2	nuclear receptor corepressor 2	Q9Y618	9612	ENSG00000196498
NCR1	natural cytotoxicity triggering receptor 1	O76036	9437	ENSG00000189430
NCR2	natural cytotoxicity triggering receptor 2	O95944	9436	ENSG00000096264
NCR3	natural cytotoxicity triggering receptor 3	O14931	259197	ENSG00000204475
NCR3LG1	natural killer cell cytotoxicity receptor 3 ligand 1	Q68D85	374383	ENSG00000188211
NCRUPAR	non-protein coding RNA, upstream of F2R/PAR1		100302746	
NCS1	neuronal calcium sensor 1	P62166	23413	ENSG00000107130
NCSTN	nicastrin	Q92542	23385	ENSG00000162736
NCSTNP1	nicastrin pseudogene 1			ENSG00000219592
NDC1	NDC1 transmembrane nucleoporin	Q9BTX1	55706	ENSG00000058804
NDC80	NDC80 kinetochore complex component	O14777	10403	ENSG00000080986
NDE1	nudE neurodevelopment protein 1	Q9NXR1	54820	ENSG00000072864
NDE1P1	nudE neurodevelopment protein 1 pseudogene 1		100422372	
NDE1P2	nudE neurodevelopment protein 1 pseudogene 2			ENSG00000271337
NDEL1	nudE neurodevelopment protein 1 like 1	Q9GZM8	81565	ENSG00000166579
NDFIP1	Nedd4 family interacting protein 1	Q9BT67	80762	ENSG00000131507
NDFIP1P1	Nedd4 family interacting protein 1 pseudogene 1		100420792	ENSG00000255892
NDFIP2	Nedd4 family interacting protein 2	Q9NV92	54602	ENSG00000102471
NDFIP2-AS1	NDFIP2 antisense RNA 1			ENSG00000232132
NDN	necdin, MAGE family member	Q99608	4692	ENSG00000182636
NDNF	neuron derived neurotrophic factor	Q8TB73	79625	ENSG00000173376
NDOR1	NADPH dependent diflavin oxidoreductase 1	Q9UHB4	27158	ENSG00000188566
NDP	norrin cystine knot growth factor NDP	Q00604	4693	ENSG00000124479
NDP-AS1	NDP antisense RNA 1			ENSG00000236276
NDRG1	N-myc downstream regulated 1	Q92597	10397	ENSG00000104419
NDRG2	NDRG family member 2	Q9UN36	57447	ENSG00000165795
NDRG3	NDRG family member 3	Q9UGV2	57446	ENSG00000101079
NDRG4	NDRG family member 4	Q9ULP0	65009	ENSG00000103034
NDST1	N-deacetylase and N-sulfotransferase 1	P52848	3340	ENSG00000070614
NDST1-AS1	NDST1 antisense RNA 1		102546298	ENSG00000254333
NDST2	N-deacetylase and N-sulfotransferase 2	P52849	8509	ENSG00000166507
NDST3	N-deacetylase and N-sulfotransferase 3	O95803	9348	ENSG00000164100
NDST4	N-deacetylase and N-sulfotransferase 4	Q9H3R1	64579	ENSG00000138653
NDUFA1	NADH:ubiquinone oxidoreductase subunit A1	O15239	4694	ENSG00000125356
NDUFA2	NADH:ubiquinone oxidoreductase subunit A2	O43678	4695	ENSG00000131495
NDUFA3	NADH:ubiquinone oxidoreductase subunit A3	O95167	4696	ENSG00000170906
NDUFA3P1	NADH:ubiquinone oxidoreductase subunit A3 pseudogene 1		100131388	ENSG00000267590
NDUFA3P2	NADH:ubiquinone oxidoreductase subunit A3 pseudogene 2			ENSG00000254856
NDUFA3P3	NADH:ubiquinone oxidoreductase subunit A3 pseudogene 3		644482	ENSG00000213032
NDUFA3P4	NADH:ubiquinone oxidoreductase subunit A3 pseudogene 4			ENSG00000259262
NDUFA3P5	NADH:ubiquinone oxidoreductase subunit A3 pseudogene 5			
NDUFA3P6	NADH:ubiquinone oxidoreductase subunit A3 pseudogene 6			ENSG00000262366
NDUFA4	NDUFA4 mitochondrial complex associated	O00483	4697	ENSG00000189043
NDUFA4L2	NDUFA4 mitochondrial complex associated like 2	Q9NRX3	56901	ENSG00000185633
NDUFA4P1	NDUFA4 pseudogene 1		360165	
NDUFA4P2	NDUFA4 pseudogene 2		100287880	ENSG00000236691
NDUFA5	NADH:ubiquinone oxidoreductase subunit A5	Q16718	4698	ENSG00000128609
NDUFA5P1	NADH:ubiquinone oxidoreductase subunit A5 pseudogene 1		4699	ENSG00000232390
NDUFA5P2	NADH:ubiquinone oxidoreductase subunit A5 pseudogene 2			ENSG00000253454
NDUFA5P3	NADH:ubiquinone oxidoreductase subunit A5 pseudogene 3		100288035	ENSG00000234853
NDUFA5P4	NADH:ubiquinone oxidoreductase subunit A5 pseudogene 4		100128136	ENSG00000233659
NDUFA5P5	NADH:ubiquinone oxidoreductase subunit A5 pseudogene 5		100130327	ENSG00000242365
NDUFA5P6	NADH:ubiquinone oxidoreductase subunit A5 pseudogene 6		100288339	ENSG00000256310
NDUFA5P7	NADH:ubiquinone oxidoreductase subunit A5 pseudogene 7			ENSG00000234039
NDUFA5P8	NADH:ubiquinone oxidoreductase subunit A5 pseudogene 8			ENSG00000236987
NDUFA5P9	NADH:ubiquinone oxidoreductase subunit A5 pseudogene 9		100289579	ENSG00000220831
NDUFA5P10	NADH:ubiquinone oxidoreductase subunit A5 pseudogene 10			ENSG00000224927
NDUFA5P11	NADH:ubiquinone oxidoreductase subunit A5 pseudogene 11			ENSG00000259918
NDUFA5P12	NADH:ubiquinone oxidoreductase subunit A5 pseudogene 12		100288013	ENSG00000248531
NDUFA6	NADH:ubiquinone oxidoreductase subunit A6	P56556	4700	ENSG00000184983
NDUFA6-DT	NDUFA6 divergent transcript		100132273	ENSG00000237037
NDUFA7	NADH:ubiquinone oxidoreductase subunit A7	O95182	4701	ENSG00000267855
NDUFA8	NADH:ubiquinone oxidoreductase subunit A8	P51970	4702	ENSG00000119421
NDUFA8P1	NADH:ubiquinone oxidoreductase subunit A8 pseudogene 1			ENSG00000271710
NDUFA9	NADH:ubiquinone oxidoreductase subunit A9	Q16795	4704	ENSG00000139180
NDUFA9P1	NADH:ubiquinone oxidoreductase subunit A9 pseudogene 1		266625	ENSG00000237406
NDUFA10	NADH:ubiquinone oxidoreductase subunit A10	O95299	4705	ENSG00000130414
NDUFA11	NADH:ubiquinone oxidoreductase subunit A11	Q86Y39	126328	ENSG00000174886
NDUFA12	NADH:ubiquinone oxidoreductase subunit A12	Q9UI09	55967	ENSG00000184752
NDUFA12P1	NADH:ubiquinone oxidoreductase subunit A12 pseudogene 1		100527945	ENSG00000225999
NDUFA13	NADH:ubiquinone oxidoreductase subunit A13	Q9P0J0	51079	ENSG00000186010
NDUFAB1	NADH:ubiquinone oxidoreductase subunit AB1	O14561	4706	ENSG00000004779
NDUFAB1P1	NADH:ubiquinone oxidoreductase subunit AB1 pseudogene 1			ENSG00000217767
NDUFAF1	NADH:ubiquinone oxidoreductase complex assembly factor 1	Q9Y375	51103	ENSG00000137806
NDUFAF2	NADH:ubiquinone oxidoreductase complex assembly factor 2	Q8N183	91942	ENSG00000164182
NDUFAF3	NADH:ubiquinone oxidoreductase complex assembly factor 3	Q9BU61	25915	ENSG00000178057
NDUFAF4	NADH:ubiquinone oxidoreductase complex assembly factor 4	Q9P032	29078	ENSG00000123545
NDUFAF4P1	NADH:ubiquinone oxidoreductase complex assembly factor 4 pseudogene 1		100306975	ENSG00000259467
NDUFAF4P2	NADH:ubiquinone oxidoreductase complex assembly factor 4 pseudogene 2		402676	ENSG00000213483
NDUFAF4P3	NADH:ubiquinone oxidoreductase complex assembly factor 4 pseudogene 3		100422532	ENSG00000236411
NDUFAF4P4	NADH:ubiquinone oxidoreductase complex assembly factor 4 pseudogene 4		100128889	ENSG00000231378
NDUFAF5	NADH:ubiquinone oxidoreductase complex assembly factor 5	Q5TEU4	79133	ENSG00000101247
NDUFAF6	NADH:ubiquinone oxidoreductase complex assembly factor 6	Q330K2	137682	ENSG00000156170
NDUFAF7	NADH:ubiquinone oxidoreductase complex assembly factor 7	Q7L592	55471	ENSG00000003509
NDUFAF8	NADH:ubiquinone oxidoreductase complex assembly factor 8	A1L188	284184	ENSG00000224877
NDUFB1	NADH:ubiquinone oxidoreductase subunit B1	O75438	4707	ENSG00000183648
NDUFB1P1	NADH:ubiquinone oxidoreductase subunit B1 pseudogene 1		100190952	ENSG00000231884
NDUFB1P2	NADH:ubiquinone oxidoreductase subunit B1 pseudogene 2		100380272	ENSG00000234523
NDUFB2	NADH:ubiquinone oxidoreductase subunit B2	O95178	4708	ENSG00000090266
NDUFB2-AS1	NDUFB2 antisense RNA 1		100134713	ENSG00000240889
NDUFB2P1	NADH:ubiquinone oxidoreductase subunit B2 pseudogene 2			ENSG00000249074
NDUFB3	NADH:ubiquinone oxidoreductase subunit B3	O43676	4709	ENSG00000119013
NDUFB3P1	NADH:ubiquinone oxidoreductase subunit B3 pseudogene 1		93993	
NDUFB3P2	NADH:ubiquinone oxidoreductase subunit B3 pseudogene 2		93994	
NDUFB3P3	NADH:ubiquinone oxidoreductase subunit B3 pseudogene 3		93996	
NDUFB3P4	NADH:ubiquinone oxidoreductase subunit B3 pseudogene 4		93995	
NDUFB3P5	NADH:ubiquinone oxidoreductase subunit B3 pseudogene 5		93997	
NDUFB4	NADH:ubiquinone oxidoreductase subunit B4	O95168	4710	ENSG00000065518
NDUFB4P1	NADH:ubiquinone oxidoreductase subunit B4 pseudogene 1		100288654	ENSG00000242510
NDUFB4P2	NADH:ubiquinone oxidoreductase subunit B4 pseudogene 2		100132036	ENSG00000251306
NDUFB4P3	NADH:ubiquinone oxidoreductase subunit B4 pseudogene 3		100288420	ENSG00000231096
NDUFB4P4	NADH:ubiquinone oxidoreductase subunit B4 pseudogene 4			ENSG00000217718
NDUFB4P5	NADH:ubiquinone oxidoreductase subunit B4 pseudogene 5			ENSG00000226114
NDUFB4P6	NADH:ubiquinone oxidoreductase subunit B4 pseudogene 6			ENSG00000235258
NDUFB4P7	NADH:ubiquinone oxidoreductase subunit B4 pseudogene 7			ENSG00000225428
NDUFB4P8	NADH:ubiquinone oxidoreductase subunit B4 pseudogene 8			ENSG00000223663
NDUFB4P9	NADH:ubiquinone oxidoreductase subunit B4 pseudogene 9			ENSG00000249754
NDUFB4P10	NADH:ubiquinone oxidoreductase subunit B4 pseudogene 10			ENSG00000232880
NDUFB4P11	NADH:ubiquinone oxidoreductase subunit B4 pseudogene 11			ENSG00000259374
NDUFB4P12	NADH:ubiquinone oxidoreductase subunit B4 pseudogene 12		402175	ENSG00000124399
NDUFB5	NADH:ubiquinone oxidoreductase subunit B5	O43674	4711	ENSG00000136521
NDUFB5P1	NADH:ubiquinone oxidoreductase subunit B5 pseudogene 1		100288337	ENSG00000251025
NDUFB5P2	NADH:ubiquinone oxidoreductase subunit B5 pseudogene 2		100422431	ENSG00000214628
NDUFB6	NADH:ubiquinone oxidoreductase subunit B6	O95139	4712	ENSG00000165264
NDUFB7	NADH:ubiquinone oxidoreductase subunit B7	P17568	4713	ENSG00000099795
NDUFB8	NADH:ubiquinone oxidoreductase subunit B8	O95169	4714	ENSG00000166136
NDUFB8P1	NADH:ubiquinone oxidoreductase subunit B8 pseudogene 1		326606	ENSG00000258972
NDUFB8P2	NADH:ubiquinone oxidoreductase subunit B8 pseudogene 2		729565	ENSG00000270264
NDUFB8P3	NADH:ubiquinone oxidoreductase subunit B8 pseudogene 3		100132286	
NDUFB9	NADH:ubiquinone oxidoreductase subunit B9	Q9Y6M9	4715	ENSG00000147684
NDUFB9P1	NADH:ubiquinone oxidoreductase subunit B9 pseudogene 1			ENSG00000271045
NDUFB9P2	NADH:ubiquinone oxidoreductase subunit B9 pseudogene 2		100128596	ENSG00000236281
NDUFB9P3	NADH:ubiquinone oxidoreductase subunit B9 pseudogene 3		100129370	ENSG00000253994
NDUFB10	NADH:ubiquinone oxidoreductase subunit B10	O96000	4716	ENSG00000140990
NDUFB10P1	NADH:ubiquinone oxidoreductase subunit B10 pseudogene 1		100128711	ENSG00000260870
NDUFB10P2	NADH:ubiquinone oxidoreductase subunit B10 pseudogene 2			ENSG00000261624
NDUFB11	NADH:ubiquinone oxidoreductase subunit B11	Q9NX14	54539	ENSG00000147123
NDUFB11P1	NADH:ubiquinone oxidoreductase subunit B11 pseudogene 1		390239	ENSG00000235547
NDUFC1	NADH:ubiquinone oxidoreductase subunit C1	O43677	4717	ENSG00000109390
NDUFC2	NADH:ubiquinone oxidoreductase subunit C2	O95298	4718	ENSG00000151366
NDUFC2-KCTD14	NDUFC2-KCTD14 readthrough	E9PQ53	100532726	ENSG00000259112
NDUFS1	NADH:ubiquinone oxidoreductase core subunit S1	P28331	4719	ENSG00000023228
NDUFS2	NADH:ubiquinone oxidoreductase core subunit S2	O75306	4720	ENSG00000158864
NDUFS3	NADH:ubiquinone oxidoreductase core subunit S3	O75489	4722	ENSG00000213619
NDUFS4	NADH:ubiquinone oxidoreductase subunit S4	O43181	4724	ENSG00000164258
NDUFS5	NADH:ubiquinone oxidoreductase subunit S5	O43920	4725	ENSG00000168653
NDUFS5P1	NADH:ubiquinone oxidoreductase subunit S5 pseudogene 1			ENSG00000218424
NDUFS5P2	NADH:ubiquinone oxidoreductase subunit S5 pseudogene 2		100286918	ENSG00000234226
NDUFS5P3	NADH:ubiquinone oxidoreductase subunit S5 pseudogene 3		100288149	ENSG00000233664
NDUFS5P4	NADH:ubiquinone oxidoreductase subunit S5 pseudogene 4		100287817	ENSG00000251437
NDUFS5P5	NADH:ubiquinone oxidoreductase subunit S5 pseudogene 5		100128177	ENSG00000230671
NDUFS5P6	NADH:ubiquinone oxidoreductase subunit S5 pseudogene 6			ENSG00000255531
NDUFS5P7	NADH:ubiquinone oxidoreductase subunit S5 pseudogene 7		100130794	
NDUFS6	NADH:ubiquinone oxidoreductase subunit S6	O75380	4726	ENSG00000145494
NDUFS6P1	NADH:ubiquinone oxidoreductase subunit S6 pseudogene 1			ENSG00000241905
NDUFS7	NADH:ubiquinone oxidoreductase core subunit S7	O75251	374291	ENSG00000115286
NDUFS8	NADH:ubiquinone oxidoreductase core subunit S8	O00217	4728	ENSG00000110717
NDUFV1	NADH:ubiquinone oxidoreductase core subunit V1	P49821	4723	ENSG00000167792
NDUFV2	NADH:ubiquinone oxidoreductase core subunit V2	P19404	4729	ENSG00000178127
NDUFV2-AS1	NDUFV2 antisense RNA 1		101927275	ENSG00000266053
NDUFV2P1	NADH:ubiquinone oxidoreductase core subunit V2 pseudogene 1		4730	ENSG00000267809
NDUFV3	NADH:ubiquinone oxidoreductase subunit V3	P56181	4731	ENSG00000160194
NEAT1	nuclear paraspeckle assembly transcript 1		283131	ENSG00000245532
NEB	nebulin	P20929	4703	ENSG00000183091
NEBL	nebulette	O76041	10529	ENSG00000078114
NEBL-AS1	NEBL antisense RNA 1		100128511	ENSG00000231920
NECAB1	N-terminal EF-hand calcium binding protein 1	Q8N987	64168	ENSG00000123119
NECAB2	N-terminal EF-hand calcium binding protein 2	Q7Z6G3	54550	ENSG00000103154
NECAB3	N-terminal EF-hand calcium binding protein 3	Q96P71	63941	ENSG00000125967
NECAP1	NECAP endocytosis associated 1	Q8NC96	25977	ENSG00000089818
NECAP1P1	NECAP endocytosis associated 1 pseudogene 1		442668	ENSG00000178503
NECAP1P2	NECAP endocytosis associated 1 pseudogene 2			ENSG00000234632
NECAP2	NECAP endocytosis associated 2	Q9NVZ3	55707	ENSG00000157191
NECTIN1	nectin cell adhesion molecule 1	Q15223	5818	ENSG00000110400
NECTIN2	nectin cell adhesion molecule 2	Q92692	5819	ENSG00000130202
NECTIN3	nectin cell adhesion molecule 3	Q9NQS3	25945	ENSG00000177707
NECTIN3-AS1	NECTIN3 antisense RNA 1		100506555	ENSG00000242242
NECTIN4	nectin cell adhesion molecule 4	Q96NY8	81607	ENSG00000143217
NEDD1	neural precursor cell expressed, developmentally down-regulated 1	Q8NHV4	121441	ENSG00000139350
NEDD4	neural precursor cell expressed, developmentally down-regulated 4, E3 ubiquitin protein ligase	P46934	4734	ENSG00000069869
NEDD4L	neural precursor cell expressed, developmentally down-regulated 4-like, E3 ubiquitin protein ligase	Q96PU5	23327	ENSG00000049759
NEDD8	neural precursor cell expressed, developmentally down-regulated 8	Q15843	4738	ENSG00000129559
NEDD8-MDP1	NEDD8-MDP1 readthrough		100528064	ENSG00000255526
NEDD9	neural precursor cell expressed, developmentally down-regulated 9	Q14511	4739	ENSG00000111859
NEFH	neurofilament heavy	P12036	4744	ENSG00000100285
NEFHP1	neurofilament heavy pseudogene 1		339396	ENSG00000223489
NEFL	neurofilament light	P07196	4747	ENSG00000277586
NEFLP1	neurofilament light pseudogene 1		359795	ENSG00000232634
NEFM	neurofilament medium	P07197	4741	ENSG00000104722
NEFMP1	neurofilament medium pseudogene 1		100420737	ENSG00000224697
NEGR1	neuronal growth regulator 1	Q7Z3B1	257194	ENSG00000172260
NEGR1-IT1	NEGR1 intronic transcript 1			ENSG00000228853
NEIL1	nei like DNA glycosylase 1	Q96FI4	79661	ENSG00000140398
NEIL2	nei like DNA glycosylase 2	Q969S2	252969	ENSG00000154328
NEIL3	nei like DNA glycosylase 3	Q8TAT5	55247	ENSG00000109674
NEK1	NIMA related kinase 1	Q96PY6	4750	ENSG00000137601
NEK2	NIMA related kinase 2	P51955	4751	ENSG00000117650
NEK2P1	NEK2 pseudogene 1		326302	
NEK2P2	NEK2 pseudogene 2		100379667	ENSG00000231565
NEK2P3	NEK2 pseudogene 3		100158258	
NEK2P4	NEK2 pseudogene 4		100381202	ENSG00000230450
NEK3	NIMA related kinase 3	P51956	4752	ENSG00000136098
NEK4	NIMA related kinase 4	P51957	6787	ENSG00000114904
NEK4P1	NIMA-related kinase 4 pseudogene 1		100421718	ENSG00000225735
NEK4P2	NIMA-related kinase 4 pseudogene 2		100421734	ENSG00000264359
NEK4P3	NIMA-related kinase 4 pseudogene 3		100421728	ENSG00000270754
NEK5	NIMA related kinase 5	Q6P3R8	341676	ENSG00000197168
NEK6	NIMA related kinase 6	Q9HC98	10783	ENSG00000119408
NEK7	NIMA related kinase 7	Q8TDX7	140609	ENSG00000151414
NEK8	NIMA related kinase 8	Q86SG6	284086	ENSG00000160602
NEK9	NIMA related kinase 9	Q8TD19	91754	ENSG00000119638
NEK10	NIMA related kinase 10	Q6ZWH5	152110	ENSG00000163491
NEK11	NIMA related kinase 11	Q8NG66	79858	ENSG00000114670
NELFA	negative elongation factor complex member A	Q9H3P2	7469	ENSG00000185049
NELFB	negative elongation factor complex member B	Q8WX92	25920	ENSG00000188986
NELFCD	negative elongation factor complex member C/D	Q8IXH7	51497	ENSG00000101158
NELFE	negative elongation factor complex member E	P18615	7936	ENSG00000204356
NELL1	neural EGFL like 1	Q92832	4745	ENSG00000165973
NELL2	neural EGFL like 2	Q99435	4753	ENSG00000184613
NEMF	nuclear export mediator factor	O60524	9147	ENSG00000165525
NEMP1	nuclear envelope integral membrane protein 1	O14524	23306	ENSG00000166881
NEMP2	nuclear envelope integral membrane protein 2	A6NFY4	100131211	ENSG00000189362
NENF	neudesin neurotrophic factor	Q9UMX5	29937	ENSG00000117691
NENFP1	neudesin neurotrophic factor pseudogene 1			ENSG00000233647
